Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
117,Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,31,1986,12,9,681,7.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches
118,Stéphane Darbion\Stephane-Darbion,fr FRA,FWMF,Troyes,33,1984,23,20,1705,18.9,3,2,3,0,0,2,0,0.16,0.11,0.26,0.16,0.26,2.5,2.5,1.5,4.1,0.13,0.08,0.21,0.13,0.21,Matches
119,Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,23,1993,3,3,210,2.3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
120,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,28,1988,26,24,1945,21.6,2,1,2,0,0,7,2,0.09,0.05,0.14,0.09,0.14,1.5,1.5,1.5,3,0.07,0.07,0.14,0.07,0.14,Matches
121,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,32,1985,15,15,1314,14.6,4,1,4,0,0,1,0,0.27,0.07,0.34,0.27,0.34,3.2,3.2,1.9,5.1,0.22,0.13,0.35,0.22,0.35,Matches
122,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,31,1986,12,5,583,6.5,0,1,0,0,0,3,0,0,0.15,0.15,0,0.15,0.5,0.5,0.6,1.1,0.07,0.1,0.18,0.07,0.18,Matches
123,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,25,1991,32,25,2334,25.9,5,4,4,1,2,5,0,0.19,0.15,0.35,0.15,0.31,10,8.4,4.5,13,0.38,0.18,0.56,0.33,0.5,Matches
124,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,19,1998,12,5,534,5.9,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1.1,1.4,0.06,0.18,0.24,0.06,0.24,Matches
125,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,23,1994,36,28,2555,28.4,19,9,17,2,2,3,0,0.67,0.32,0.99,0.6,0.92,13.9,12.6,8.5,21.1,0.49,0.3,0.79,0.44,0.74,Matches
126,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,25,1991,28,28,2411,26.8,0,2,0,0,0,5,2,0,0.07,0.07,0,0.07,0.4,0.4,1.3,1.7,0.01,0.05,0.06,0.01,0.06,Matches
127,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,29,1988,30,26,2108,23.4,11,7,11,0,0,1,0,0.47,0.3,0.77,0.47,0.77,11.8,11.8,7.9,19.8,0.5,0.34,0.84,0.5,0.84,Matches
128,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,27,1989,29,26,2240,24.9,1,1,1,0,0,8,2,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04,Matches
129,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,21,1996,22,10,851,9.5,2,2,2,0,0,2,1,0.21,0.21,0.42,0.21,0.42,2,2,0.8,2.7,0.21,0.08,0.29,0.21,0.29,Matches
130,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,20,1996,12,8,728,8.1,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,Matches
131,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,25,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,22,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,31,1986,26,16,1382,15.4,5,0,5,0,0,7,0,0.33,0,0.33,0.33,0.33,3.7,3.7,0.3,4,0.24,0.02,0.26,0.24,0.26,Matches
134,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,32,1985,10,8,606,6.7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05,Matches
135,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,27,1989,32,31,2778,30.9,1,2,1,0,0,4,0,0.03,0.06,0.1,0.03,0.1,1.4,1.4,0.6,1.9,0.04,0.02,0.06,0.04,0.06,Matches
136,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,21,1995,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
137,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,34,1983,23,21,1620,18,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.5,0.5,0.8,1.3,0.03,0.04,0.07,0.03,0.07,Matches
138,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,26,1991,14,14,1167,13,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.3,1.5,0.02,0.1,0.11,0.02,0.11,Matches
139,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,24,1992,11,8,711,7.9,0,1,0,0,0,1,1,0,0.13,0.13,0,0.13,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches
140,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,24,1992,16,11,932,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,0.4,2.2,0.17,0.04,0.21,0.17,0.21,Matches
141,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,20,1997,34,34,3060,34,3,0,3,0,0,8,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Matches
142,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,19,1997,25,17,1345,14.9,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,0.9,0.9,0.5,1.4,0.06,0.04,0.09,0.06,0.09,Matches
143,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,24,1992,29,27,2416,26.8,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.7,1.1,0.01,0.03,0.04,0.01,0.04,Matches
144,Alexander Djiku\Alexander-Djiku,gh GHA,DF,Caen,22,1994,28,28,2520,28,0,0,0,0,0,10,0,0,0,0,0,0,1.4,1.4,0.1,1.5,0.05,0,0.05,0.05,0.05,Matches
145,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,28,1988,30,30,2700,30,0,0,0,0,0,4,1,0,0,0,0,0,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04,Matches
146,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,24,1993,17,9,880,9.8,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.2,1.2,1.4,2.6,0.12,0.14,0.27,0.12,0.27,Matches
147,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,21,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
148,Dória\Doria,br BRA,DF,Marseille,22,1994,3,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,19,1997,1,0,84,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,29,1988,30,30,2509,27.9,1,10,1,0,0,2,0,0.04,0.36,0.39,0.04,0.39,2.1,2.1,9.2,11.3,0.08,0.33,0.4,0.08,0.4,Matches
151,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,23,1993,30,19,1702,18.9,4,5,4,0,0,1,0,0.21,0.26,0.48,0.21,0.48,3.2,3.2,4.3,7.5,0.17,0.23,0.4,0.17,0.4,Matches
152,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,22,1994,34,34,3020,33.6,3,3,3,0,0,6,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,5.6,7.8,0.07,0.17,0.23,0.07,0.23,Matches
153,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,24,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
154,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,28,1989,20,12,1030,11.4,3,3,0,3,4,5,0,0.26,0.26,0.52,0,0.26,3.4,0.3,2.9,3.3,0.29,0.26,0.55,0.03,0.28,Matches
155,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,20,1997,23,16,1522,16.9,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,0.7,0.7,0.3,1,0.04,0.02,0.06,0.04,0.06,Matches
156,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,36,1981,4,4,349,3.9,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.02,0.06,0.03,0.06,Matches
157,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.02,0.18,0.2,0.02,0.2,Matches
158,Fabinho\Fabinho,br BRA,MF,Monaco,23,1993,34,34,3060,34,7,3,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,5.5,2.4,3.7,6.1,0.16,0.11,0.27,0.07,0.18,Matches
159,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,31,1986,26,25,2128,23.6,18,2,15,3,4,1,0,0.76,0.08,0.85,0.63,0.72,12.8,9.7,2,11.7,0.54,0.08,0.62,0.41,0.49,Matches
160,Simon Falette\Simon-Falette,gn GUI,DF,Metz,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,18,1999,7,1,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1,0.15,0.44,0.59,0.15,0.59,Matches
162,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,24,1993,30,28,2477,27.5,18,7,15,3,4,8,0,0.65,0.25,0.91,0.55,0.8,12.2,9.2,5.6,14.8,0.44,0.2,0.65,0.33,0.54,Matches
163,Julien Féret\Julien-Feret,fr FRA,MF,Caen,35,1982,37,36,3058,34,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,1,1,4,4.9,0.03,0.12,0.15,0.03,0.15,Matches
164,Brian Fernández\Brian-Fernandez,ar ARG,FW,Metz,22,1994,7,0,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.2,0.09,0.29,0.2,0.29,Matches
165,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,25,1992,24,4,640,7.1,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,1.1,1.5,0.06,0.16,0.22,0.06,0.22,Matches
166,Afonso Figueiredo\Afonso-Figueiredo,pt POR,DFFW,Rennes,24,1993,5,1,223,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,24,1992,16,7,745,8.3,0,0,0,0,0,3,1,0,0,0,0,0,0.9,0.9,0,0.9,0.11,0,0.11,0.11,0.11,Matches
168,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,25,1992,2,1,155,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Strasbourg,24,1993,16,13,1241,13.8,0,2,0,0,0,2,0,0,0.15,0.15,0,0.15,0,0,1,1,0,0.07,0.07,0,0.07,Matches
170,Lilian Fournier\Lilian-Fournier,fr FRA,MF,Metz,19,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
171,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,20,1996,29,16,1528,17,3,4,3,0,0,4,0,0.18,0.24,0.41,0.18,0.41,2.6,2.6,3.4,6,0.15,0.2,0.35,0.15,0.35,Matches
172,Milan Gaji_\Milan-Gajic,rs SRB,DF,Bordeaux,21,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,Matches
173,Serge Gakpé\Serge-Gakpe,tg TOG,FWMF,Amiens,30,1987,29,23,1853,20.6,3,1,3,0,0,1,0,0.15,0.05,0.19,0.15,0.19,3.4,3.4,0.8,4.2,0.17,0.04,0.21,0.17,0.21,Matches
174,Ignatius Ganago\Ignatius-Ganago,cm CMR,FWMF,Nice,18,1999,6,0,69,0.8,1,0,1,0,0,1,0,1.3,0,1.3,1.3,1.3,1.4,1.4,0,1.4,1.98,0.02,2,1.98,2,Matches
175,Najib Gandi\Najib-Gandi,fr FRA,MFFW,Nantes,23,1994,5,0,96,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.11,0,0.11,0.11,0.11,Matches
176,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,20,1997,28,25,2315,25.7,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,0.2,0.2,1.1,1.3,0.01,0.04,0.05,0.01,0.05,Matches
177,Romain Genevois\Romain-Genevois,ht HAI,DF,Caen,29,1987,24,22,1809,20.1,0,1,0,0,0,4,1,0,0.05,0.05,0,0.05,0.7,0.7,0.3,1,0.03,0.02,0.05,0.03,0.05,Matches
178,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,27,1990,35,24,2165,24.1,9,3,9,0,1,2,0,0.37,0.12,0.5,0.37,0.5,10,9.3,4,13.2,0.42,0.16,0.58,0.38,0.55,Matches
179,Willem Geubbels\Willem-Geubbels,fr FRA,FW,Lyon,15,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
180,Yassine El Ghanassy\Yassine-El-Ghanassy,be BEL,FWMF,Nantes,27,1990,20,5,646,7.2,0,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,1.7,2.8,0.16,0.24,0.4,0.16,0.4,Matches
181,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Lille,22,1995,27,19,1648,18.3,4,4,4,0,0,2,0,0.22,0.22,0.44,0.22,0.44,3.9,3.9,2.7,6.6,0.22,0.15,0.36,0.22,0.36,Matches
182,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Monaco,25,1992,26,7,987,11,2,2,2,0,0,3,1,0.18,0.18,0.36,0.18,0.36,1.9,1.9,2.3,4.2,0.17,0.21,0.38,0.17,0.38,Matches
183,Guillaume Gillet\Guillaume-Gillet,be BEL,MF,Nantes,33,1984,1,0,17,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
184,Jimmy Giraudon\Jimmy-Giraudon,fr FRA,DF,Troyes,25,1992,25,24,2093,23.3,0,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.1,0.5,0.02,0,0.02,0.02,0.02,Matches
185,Thibault Giresse\Thibault-Giresse,fr FRA,MFFW,Guingamp,36,1981,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.25,0,0.25,0.25,0.25,Matches
186,Andrei Girotto\Andrei-Girotto,br BRA,MF,Nantes,25,1992,25,18,1520,16.9,1,1,1,0,0,8,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,0.6,2.1,0.09,0.03,0.13,0.09,0.13,Matches
187,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,29,1988,36,36,3240,36,3,1,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11,2.3,2.3,0.3,2.5,0.06,0.01,0.07,0.06,0.07,Matches
188,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,20,1997,36,32,2918,32.4,2,2,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,2.6,2.6,0.1,2.7,0.08,0,0.08,0.08,0.08,Matches
189,Anthony Gonçalves\Anthony-Goncalves,fr FRA,MFFW,Strasbourg,31,1986,29,18,1758,19.5,0,2,0,0,0,5,0,0,0.1,0.1,0,0.1,1.6,1.6,4.1,5.7,0.08,0.21,0.29,0.08,0.29,Matches
190,Vagner Gonçalves\Vagner-Goncalves,cv CPV,FWMF,Saint-Étienne,21,1996,4,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.1,0.23,0.33,0.1,0.33,Matches
191,Georges Gope-Fenepej\Georges-Gope-Fenepej,nc NCL,MFFW,Amiens,28,1988,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
192,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,Lyon,26,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
193,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,23,1993,32,32,2749,30.5,0,0,0,0,0,4,5,0,0,0,0,0,0.6,0.6,0.1,0.8,0.02,0,0.03,0.02,0.03,Matches
194,Lemouya Goudiaby\Lemouya-Goudiaby,sn SEN,DF,Metz,20,1997,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Amine Gouiri\Amine-Gouiri,fr FRA,FWMF,Lyon,17,2000,7,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.22,0.09,0.32,0.22,0.32,Matches
196,Yoann Gourcuff\Yoann-Gourcuff,fr FRA,MFFW,Rennes,31,1986,10,5,425,4.7,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,0.4,0.4,0.8,1.3,0.09,0.18,0.27,0.09,0.27,Matches
197,Max Gradel\Max-Gradel,ci CIV,FWMF,Toulouse,29,1987,29,27,2415,26.8,8,3,4,4,5,6,1,0.3,0.11,0.41,0.15,0.26,8.4,4.6,4.3,8.9,0.31,0.16,0.47,0.17,0.33,Matches
198,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Troyes,20,1996,36,29,2604,28.9,3,4,3,0,0,3,0,0.1,0.14,0.24,0.1,0.24,3.9,3.9,3.6,7.5,0.13,0.12,0.26,0.13,0.26,Matches
199,Clément Grenier\Clement-Grenier,fr FRA,MF,Lyon,26,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2.31,0,2.31,2.31,2.31,Matches
200,Clément Grenier\Clement-Grenier,fr FRA,MF,Guingamp,26,1991,15,14,1209,13.4,5,3,3,2,2,2,0,0.37,0.22,0.6,0.22,0.45,3.4,1.9,2.6,4.5,0.26,0.19,0.45,0.14,0.34,Matches
201,Jérémy Grimm\Jeremy-Grimm,fr FRA,MF,Strasbourg,30,1987,23,7,811,9,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,0.5,0.5,0.2,0.6,0.05,0.02,0.07,0.05,0.07,Matches
202,Gonçalo Guedes\Goncalo-Guedes,pt POR,FW,Paris S-G,20,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Frederic Guilbert\Frederic-Guilbert,fr FRA,DFMF,Caen,22,1994,36,36,3240,36,1,1,1,0,0,12,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.9,1.9,0.03,0.02,0.05,0.03,0.05,Matches
204,Baptiste Guillaume\Baptiste-Guillaume,be BEL,FW,Angers,22,1995,16,3,458,5.1,1,1,1,0,0,3,0,0.2,0.2,0.39,0.2,0.39,1.8,1.8,0.7,2.5,0.37,0.13,0.51,0.37,0.51,Matches
205,Régis Gurtner\Regis-Gurtner,fr FRA,GK,Amiens,30,1986,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Luiz Gustavo\Luiz-Gustavo,br BRA,MFDF,Marseille,30,1987,34,34,3019,33.5,5,2,5,0,0,10,1,0.15,0.06,0.21,0.15,0.21,3.2,3.2,1,4.2,0.1,0.03,0.13,0.1,0.13,Matches
207,Oussama Haddadi\Oussama-Haddadi,tn TUN,DF,Dijon,25,1992,33,27,2504,27.8,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.7,0.7,1.5,2.3,0.03,0.05,0.08,0.03,0.08,Matches
208,Oualid El Hajjam\Oualid-El-Hajjam,ma MAR,DF,Amiens,26,1991,26,24,2198,24.4,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,1,2.1,0.05,0.04,0.09,0.05,0.09,Matches
209,Romain Hamouma\Romain-Hamouma,fr FRA,FWMF,Saint-Étienne,30,1987,29,22,1847,20.5,5,3,5,0,0,4,0,0.24,0.15,0.39,0.24,0.39,8,8,3,11,0.39,0.15,0.54,0.39,0.54,Matches
210,Gauthier Hein\Gauthier-Hein,fr FRA,FWMF,Metz,20,1996,3,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
211,Christophe Hérelle\Christophe-Herelle,mq MTQ,DF,Troyes,24,1992,34,34,2958,32.9,0,0,0,0,0,7,1,0,0,0,0,0,1.5,1.5,0.2,1.6,0.04,0.01,0.05,0.04,0.05,Matches
212,Hernani\Hernani,br BRA,MFFW,Saint-Étienne,23,1994,14,5,545,6.1,3,0,3,0,0,2,3,0.5,0,0.5,0.5,0.5,0.9,0.9,1.3,2.2,0.15,0.22,0.37,0.15,0.37,Matches
213,Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,39,1977,27,27,2430,27,0,0,0,0,0,5,0,0,0,0,0,0,1.7,1.7,0.2,1.9,0.06,0.01,0.07,0.06,0.07,Matches
214,Tomá_ Hubo_an\Tomas-Hubocan,sk SVK,DF,Marseille,31,1985,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,23,1994,24,17,1456,16.2,5,0,5,0,0,1,0,0.31,0,0.31,0.31,0.31,4.3,4.3,0.3,4.6,0.26,0.02,0.28,0.26,0.28,Matches
216,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Troyes,26,1991,26,13,1261,14,6,0,6,0,0,5,0,0.43,0,0.43,0.43,0.43,5.7,5.7,0.6,6.3,0.43,0.05,0.47,0.43,0.47,Matches
217,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,23,1994,35,35,3146,35,1,1,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.4,1.3,0.03,0.01,0.04,0.03,0.04,Matches
218,Julien Ielsch\Julien-Ielsch,fr FRA,MFDF,Amiens,34,1983,11,7,617,6.9,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.05,0.06,0.11,0.05,0.11,Matches
219,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,23,1994,28,26,2420,26.9,0,3,0,0,0,5,0,0,0.11,0.11,0,0.11,1.1,1.1,1.5,2.6,0.04,0.06,0.1,0.04,0.1,Matches
220,Jonathan Ikone\Jonathan-Ikone,fr FRA,FWMF,Montpellier,19,1998,18,12,999,11.1,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,2.1,3.2,0.1,0.19,0.29,0.1,0.29,Matches
221,Jules Iloki\Jules-Iloki,fr FRA,MFFW,Nantes,25,1992,26,14,1415,15.7,0,0,0,0,0,1,0,0,0,0,0,0,1.3,1.3,2.8,4,0.08,0.17,0.25,0.08,0.25,Matches
222,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Toulouse,24,1992,28,28,2244,24.9,1,0,1,0,0,4,0,0.04,0,0.04,0.04,0.04,1.4,1.4,2,3.5,0.06,0.08,0.14,0.06,0.14,Matches
223,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,28,1988,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Christophe Jallet\Christophe-Jallet,fr FRA,DF,Nice,33,1983,15,13,1173,13,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.1,1.3,0.02,0.08,0.1,0.02,0.1,Matches
225,Ablie Jallow\Ablie-Jallow,gm GAM,MFFW,Metz,18,1998,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.12,0.09,0.2,0.12,0.2,Matches
226,Saidy Janko\Saidy-Janko,ch SUI,DFMF,Saint-Étienne,21,1995,21,16,1422,15.8,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.01,0.05,0.05,0.01,0.05,Matches
227,Nicolas Janvier\Nicolas-Janvier,fr FRA,MFFW,Rennes,18,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Corentin Jean\Corentin-Jean,fr FRA,MFFW,Toulouse,22,1995,33,18,1688,18.8,1,3,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,1.8,1.8,3,4.8,0.1,0.16,0.26,0.1,0.26,Matches
229,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FWMF,Dijon,25,1992,24,14,1405,15.6,4,1,4,0,0,4,0,0.26,0.06,0.32,0.26,0.32,3.3,3.3,0.9,4.2,0.21,0.06,0.27,0.21,0.27,Matches
230,Jemerson\Jemerson,br BRA,DF,Monaco,24,1992,33,33,2856,31.7,2,0,2,0,0,7,1,0.06,0,0.06,0.06,0.06,2.1,2.1,0.1,2.2,0.07,0,0.07,0.07,0.07,Matches
231,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,27,1990,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Jorge\Jorge,br BRA,DF,Monaco,21,1996,22,22,1919,21.3,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.3,0.3,2,2.3,0.01,0.09,0.11,0.01,0.11,Matches
233,Yann Jouffre\Yann-Jouffre,fr FRA,MFFW,Metz,33,1984,4,3,274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.01,0.23,0.24,0.01,0.24,Matches
234,Vuka_in Jovanovi_\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,21,1996,16,16,1440,16,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
235,Stevan Joveti_\Stevan-Jovetic,me MNE,FW,Monaco,27,1989,15,7,753,8.4,8,0,8,0,0,1,0,0.96,0,0.96,0.96,0.96,6.4,6.4,0.7,7,0.76,0.08,0.84,0.76,0.84,Matches
