Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,31-028,1990,33,33,2960,32.9,2,3,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15,Matches
Ben White\Ben-White,eng ENG,DFMF,Brighton,23-203,1997,31,31,2741,30.5,0,0,0,0,0,5,1,0,0,0,0,0,Matches
Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,30-169,1990,33,30,2608,29,2,0,2,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,20-238,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,20-016,2001,5,3,248,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rhys Williams\Rhys-Williams,eng ENG,DF,Liverpool,20-085,2001,4,2,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Willian\Willian,br BRA,FWMF,Arsenal,32-263,1988,23,14,1226,13.6,0,5,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,21-252,1999,7,2,238,2.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Joe Willock\Joe-Willock,eng ENG,MF,Newcastle Utd,21-252,1999,10,7,638,7.1,4,0,4,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches
Callum Wilson\Callum-Wilson,eng ENG,FW,Newcastle Utd,29-061,1992,24,21,1904,21.2,10,5,6,4,4,2,0,0.47,0.24,0.71,0.28,0.52,Matches
Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,25-086,1996,11,7,655,7.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Chris Wood\Chris-Wood,nz NZL,FW,Burnley,29-143,1991,28,27,2327,25.9,10,3,9,1,1,0,0,0.39,0.12,0.5,0.35,0.46,Matches
Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,28-214,1992,28,27,2329,25.9,1,2,1,0,0,6,1,0.04,0.08,0.12,0.04,0.12,Matches
Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,31-188,1989,14,1,357,4,0,1,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,27-294,1993,6,5,436,4.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Okay Yoku?lu\Okay-Yokuslu,tr TUR,MF,West Brom,27-051,1994,11,10,889,9.9,0,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,28-170,1992,24,23,2072,23,10,2,8,2,2,4,0,0.43,0.09,0.52,0.35,0.43,Matches
Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,25-164,1995,31,24,2210,24.6,0,3,0,0,0,5,0,0,0.12,0.12,0,0.12,Matches
Andi Zeqiri\Andi-Zeqiri,ch SUI,DFFW,Brighton,21-311,1999,6,0,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,24-135,1996,16,13,1263,14,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Hakim Ziyech\Hakim-Ziyech,ma MAR,FWMF,Chelsea,28-041,1993,19,13,988,11,1,3,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,Matches
Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,26-184,1994,20,20,1800,20,5,0,5,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
Martin Ødegaard\Martin-Odegaard,no NOR,MF,Arsenal,22-133,1998,10,6,581,6.5,1,0,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
